DFT_Frequencies,DFT_Intensities,Normalized_DFT_Intensities,MACE_Frequencies,MACE_Intensities,Normalized_MACE_Intensities
500.3461427972281,1.3518775146726423,0.011045832870616584,500.3461427972281,3.5699641464851126,0.03424778175946698
508.6852451771819,1.3893905114757403,0.011352342912771533,508.6852451771819,3.5174668095909913,0.03374415767501137
517.0243475571357,1.4171793249867908,0.011579398896739326,517.0243475571357,3.4755013747824193,0.033341569564173015
525.3634499370895,1.4355772630127561,0.011729724203712323,525.3634499370895,3.4306544608867213,0.03291133848412922
533.7025523170433,1.451396317331825,0.011858978046897381,533.7025523170433,3.373927263301409,0.032367135965718524
542.0416546969972,1.4735245406240174,0.012039782654156695,542.0416546969972,3.302961271814864,0.031686336050820406
550.3807570769509,1.5071751631459092,0.01231473412715854,550.3807570769509,3.2214871059540715,0.030904727789982676
558.7198594569047,1.5499427533372057,0.012664178239587256,558.7198594569047,3.1364846052728765,0.030089271061799608
567.0589618368585,1.592044206613688,0.013008179500971242,567.0589618368585,3.0545292313015495,0.02930304641452328
575.3980642168124,1.6209983340649472,0.013244756996291806,575.3980642168124,2.9790031713221192,0.02857850027447061
583.7371665967662,1.6285116243373527,0.01330614635769647,583.7371665967662,2.9092582466374814,0.027909414451877963
592.0762689767199,1.615822763464745,0.013202468602987199,592.0762689767199,2.8417961183099876,0.02726222823969192
600.4153713566736,1.5941998010867442,0.013025792366087656,600.4153713566736,2.7726070098625812,0.02659847454364439
608.7544737366275,1.5796935445621416,0.012907265090802115,608.7544737366275,2.699403871460324,0.025896212948328255
617.0935761165813,1.584504119211589,0.01294657118640229,617.0935761165813,2.6227312550125443,0.02516066751791513
625.4326784965351,1.6096310080118719,0.013151877197698125,625.4326784965351,2.54561865575304,0.02442090118880807
633.771780876489,1.6433529312031099,0.01342741125201923,633.771780876489,2.472194426004437,0.02371651859205697
642.1108832564428,1.6672391563308369,0.013622580086683421,642.1108832564428,2.406105535055051,0.023082506294172224
650.4499856363965,1.6671140226352354,0.01362155764812659,650.4499856363965,2.3495293496670304,0.022539752485050458
658.7890880163503,1.643017457073744,0.013424670170306309,658.7890880163503,2.3031119153017285,0.022094454889628596
667.1281903963041,1.6118881820605069,0.013170320046090898,667.1281903963041,2.266609953732502,0.021744279660488655
675.467292776258,1.6001183277727145,0.013074151282159703,675.467292776258,2.239662980900211,0.02148576855641334
683.8063951562118,1.6288376862428686,0.01330881053429983,683.8063951562118,2.222148630351496,0.021317747676083337
692.1454975361655,1.6997265937306718,0.01388802744241447,692.1454975361655,2.2139279519888864,0.02123888402586955
700.4845999161194,1.7902218479698402,0.014627443286402163,700.4845999161194,2.2142374887469902,0.021241853513002198
708.8237022960732,1.8628525883432656,0.01522089230916233,708.8237022960732,2.22125595498947,0.021309183950025703
717.1628046760269,1.8856807885070992,0.015407416265946298,717.1628046760269,2.2322998758198676,0.021415131886551073
725.5019070559807,1.8534310440108273,0.0151439110440915,725.5019070559807,2.2447206166162035,0.02153428810631192
733.8410094359346,1.7963922177736704,0.014677859954486847,733.8410094359346,2.2571036403240146,0.021653082493734207
742.1801118158883,1.7690070560258324,0.014454102115948693,742.1801118158883,2.2700926505482744,0.021777690307562377
750.5192141958421,1.8207928657796575,0.014877232019805432,750.5192141958421,2.286267447595526,0.021932860414011903
758.8583165757959,1.963640439830083,0.016044406590628103,758.8583165757959,2.3089807925942103,0.022150756944705592
767.1974189557498,2.1549551684915564,0.017607595099791627,767.1974189557498,2.340678191880166,0.02245484043997335
775.5365213357036,2.3110153781291043,0.01888272706767441,775.5365213357036,2.3816467731394364,0.022847865409406722
783.8756237156574,2.3499996257985716,0.019201258361222263,783.8756237156574,2.430086425694114,0.023312562803836444
792.2147260956111,2.2459101317386057,0.018350767120022024,792.2147260956111,2.4838045035866285,0.02382789785505811
800.553828475565,2.0629808678610306,0.016856094308974875,800.553828475565,2.5429208213290777,0.024395019982785735
808.8929308555188,1.9434703282764176,0.01587960126262313,808.8929308555188,2.6121638643464267,0.025059291090763366
817.2320332354726,2.04184712181792,0.016683415345879322,817.2320332354726,2.701113909216106,0.02591261789856177
825.5711356154264,2.428197361523763,0.01984019401862542,825.5711356154264,2.8213988093280666,0.027066550198306765
833.9102379953802,3.009144568559775,0.02458697961544295,833.9102379953802,2.9813203981038887,0.028600730187176435
842.249340375334,3.5206677062673117,0.028766517158789,842.249340375334,3.1802340306864503,0.030508973576687318
850.5884427552877,3.625701431904603,0.029624723498361392,850.5884427552877,3.4064800028658433,0.03267942501940377
858.9275451352415,3.1045182847211237,0.025366256246273863,858.9275451352415,3.6429793891350735,0.0349482408095147
867.2666475151954,2.074646332542098,0.016951410129513525,867.2666475151954,3.8832102346929833,0.03725285370628143
875.6057498951492,1.1432915467478817,0.009341525050126243,875.6057498951492,4.157136014157808,0.039880713099796884
883.9448522751029,1.3991267320786311,0.011431895325048428,883.9448522751029,4.562376948738354,0.04376832162884817
892.2839546550567,4.1980934602035616,0.034301606703506474,892.2839546550567,5.2916952632823895,0.05076491022113696
900.6230570350106,10.776421716161126,0.08805160917934503,900.6230570350106,6.645227344536846,0.06374978517923051
908.9621594149644,21.803939527664724,0.17815491302920627,908.9621594149644,9.016244306841653,0.08649572464046067
917.3012617949182,37.037129003842125,0.3026217897494329,917.3012617949182,12.84335077063626,0.12321040586000558
925.640364174872,55.21909717330583,0.45118245685193453,925.640364174872,18.52970522944483,0.17776145983029273
933.9794665548258,74.29952648252869,0.6070842426410514,933.9794665548258,26.339623824549,0.2526845575498012
942.3185689347796,91.93467200035056,0.7511769480158945,942.3185689347796,36.29234120547983,0.3481642232883893
950.6576713147334,106.1174961803755,0.8670615322338276,950.6576713147334,48.07880043563065,0.4612355729976129
958.9967736946872,115.72593776592171,0.9455698916402377,958.9967736946872,61.027546101791366,0.5854571157802724
967.3358760746411,120.79218094126543,0.9869649957795471,967.3358760746411,74.13878793010298,0.7112375372743578
975.6749784545949,122.38750247857097,1.0,975.6749784545949,86.1921179614236,0.8268690656680383
984.0140808345485,122.15455146098819,0.9980966109800793,984.0140808345485,95.91594435956799,0.9201529055140014
992.3531832145023,121.65037780187726,0.9939771243307284,992.3531832145023,102.1897998305217,0.9803400484149535
1000.6922855944562,121.737710238763,0.9946906975238233,1000.6922855944562,104.23913609846038,1.0
1009.03138797441,122.24825760646392,0.9988622622755677,1009.03138797441,101.77991542742912,0.9764078935771477
1017.3704903543638,122.04339381260839,0.9971883674806444,1017.3704903543638,95.07885181403724,0.9121224035535344
1025.7095927343175,119.4510494959032,0.9760069201554916,1025.7095927343175,84.91309409951221,0.8145989723726174
1034.0486951142714,112.91873660903829,0.922632898644181,1034.0486951142714,72.43616057414852,0.6949036774246466
1042.3877974942252,101.64427180011484,0.8305118478522,1042.3877974942252,58.97894861607225,0.5658042515741475
1050.726899874179,85.95701670414424,0.7023349057113288,1050.726899874179,45.82958331004402,0.43965809911736553
1059.0660022541329,67.31734682944786,0.5500344635729475,1059.0660022541329,34.039550868828286,0.32655247042833835
1067.4051046340867,47.94257406620193,0.3917276653297685,1067.4051046340867,24.295033789489345,0.23307013812561708
1075.7442070140405,30.199371154942195,0.2467520479233529,1075.7442070140405,16.874245944155618,0.1618800986749865
1084.0833093939943,15.977089987549467,0.130545069764864,1084.0833093939943,11.689238638295691,0.11213863154921722
1092.4224117739482,6.24877188690669,0.05105722701062921,1092.4224117739482,8.39054509495244,0.0804931879143055
1100.7615141539018,0.9452956292166217,0.007723746088142531,1100.7615141539018,6.500603217315144,0.06236235873112094
1109.1006165338556,0.8512833974256637,0.006955593831990402,1109.1006165338556,5.53995970888675,0.05314659206478068
1117.4397189138094,0.4990664186119331,0.00407771015901844,1117.4397189138094,5.118260890681665,0.04910109768736337
1125.7788212937633,0.6632884397224511,0.00541953040541365,1125.7788212937633,4.976474873897916,0.047740898158855107
1134.117923673717,1.6688933131643544,0.013636095820535175,1134.117923673717,4.982579627925275,0.04779946305642421
1142.457026053671,2.072362227824527,0.01693274723683812,1142.457026053671,5.095209198874409,0.04887995528532122
1150.7961284336247,1.890372669608157,0.015445752543946686,1150.7961284336247,5.315357738621708,0.050991912068921216
1159.1352308135786,1.4037758240072804,0.01146988198259307,1159.1352308135786,5.644650697723926,0.05415092688485381
1167.4743331935324,0.9295363292774979,0.007594980484209911,1167.4743331935324,6.061764173231845,0.05815243257342709
1175.813435573486,0.6596817186745562,0.005390060719847497,1175.813435573486,6.51959675105054,0.06254456989846754
1184.1525379534398,0.6164278919709703,0.005036643681057782,1184.1525379534398,6.958144353607796,0.06675170016249499
1192.4916403333934,0.7128775127504704,0.005824711280298799,1192.4916403333934,7.32396449843293,0.07026113219110534
1200.8307427133473,0.8637538770495359,0.007057487243899574,1200.8307427133473,7.587197758850733,0.07278641476007748
1209.169845093301,1.0773635426890662,0.00880284253938665,1209.169845093301,7.750304698471453,0.07435115285908837
1217.508947473255,1.4796207932469576,0.012089593727856097,1217.508947473255,7.8470424005771955,0.0752791892041244
1225.8480498532087,2.2605598624182384,0.018470466689527013,1225.8480498532087,7.933830531230001,0.07611177606333568
1234.1871522331626,3.573352375529289,0.02919699143630859,1234.1871522331626,8.077387575525302,0.07748896563670757
1242.5262546131164,5.437805101528679,0.04443100450760729,1242.5262546131164,8.342257217713495,0.08002994655000895
1250.8653569930702,7.696588695539264,0.06288700412430318,1250.8653569930702,8.7803602201993,0.08423281162046314
1259.204459373024,10.046952895667308,0.08209128774477983,1259.204459373024,9.423103257146833,0.0903988553223708
1267.543561752978,12.136337623172189,0.09916316830572018,1267.543561752978,10.275716692577886,0.09857825424463505
1275.8826641329317,13.682603880131358,0.11179735314813695,1275.8826641329317,11.313633579651539,0.10853532964919758
1284.2217665128856,14.569895812791545,0.11904721082042401,1284.2217665128856,12.481486612212198,0.11973892489991088
1292.5608688928392,14.882232238944148,0.12159923969855016,1292.5608688928392,13.69596744177447,0.1313898358234645
1300.899971272793,14.862845116351938,0.12144083199270378,1300.899971272793,14.85371983506831,0.14249653234551604
1309.2390736527468,14.81659037381424,0.1210628951629828,1309.2390736527468,15.844403499569804,0.15200048403216945
1317.5781760327006,14.993679860905829,0.12250985250522207,1317.5781760327006,16.56738380048626,0.15893626999142385
1325.9172784126545,15.49809458682687,0.12663130885586124,1325.9172784126545,16.948870999709836,0.16259600118556036
1334.2563807926083,16.2526690131677,0.13279676240362134,1334.2563807926083,16.955500309118822,0.1626595983140853
1342.5954831725621,17.03057783903054,0.13915287594633446,1342.5954831725621,16.60076838584956,0.1592565392133166
1350.934585552516,17.538860440725358,0.14330593581755327,1350.934585552516,15.942385026046615,0.15294045279029847
1359.2736879324698,17.522460327509993,0.14317193427618422,1359.2736879324698,15.070944617951737,0.14458044057540162
1367.6127903124236,16.852409970717293,0.13769710739992921,1367.6127903124236,14.092591177913182,0.13519477675578428
1375.9518926923774,15.569741291321934,0.12721671754848884,1375.9518926923774,13.109809756822655,0.1257666338689376
1384.290995072331,13.873488602984658,0.11335702817904968,1384.290995072331,12.204705898723873,0.11708367719264787
1392.6300974522849,12.060273494376375,0.09854166585828684,1392.6300974522849,11.428153552291322,0.10963395711841405
1400.9691998322387,10.43787281904682,0.08528540424853961,1400.9691998322387,10.796409584685874,0.10357343107806782
1409.3083022121925,9.241439608511843,0.07550962451754327,1409.3083022121925,10.294822917727203,0.09876154649749036
1417.6474045921464,8.577539114387124,0.07008504675029718,1417.6474045921464,9.886692863407252,0.09484622169996293
1425.9865069721002,8.410021611218898,0.06871629988031787,1425.9865069721002,9.52452389001467,0.09137181655040394
1434.3256093520538,8.587347123652915,0.0701651857311761,1434.3256093520538,9.16095619671569,0.08788399302433395
1442.6647117320076,8.898265373601491,0.07270562701873035,1442.6647117320076,8.7573349073436,0.08401192228031158
1451.0038141119614,9.13564321926904,0.0746451866296064,1451.0038141119614,8.288880253825972,0.07951788391675403
1459.3429164919153,9.14841321188395,0.0747495272930639,1459.3429164919153,7.746392508070504,0.07431362193989399
1467.682018871869,8.868214598849583,0.0724600890713266,1467.682018871869,7.135123518162496,0.06844951904226679
1476.0211212518227,8.307382387318503,0.06787765846199581,1476.0211212518227,6.471774762193055,0.06208579795344924
1484.3602236317765,7.534693911681706,0.06156419919657881,1484.3602236317765,5.780580094141007,0.055454941942974255
1492.6993260117304,6.641397720529266,0.05426528211340999,1492.6993260117304,5.089224838971222,0.0488225453678739
